city_code,city_name,population,lat,lng,public_gestion,price
31523, Salies-du-Salat ,2020,43.116667,0.95,1,1.197
31524, Salles-et-Pratviel ,134,42.833333,0.6,1,1.185
31525, Salles-sur-Garonne ,498,43.266667,1.183333,1,0
31527, La Salvetat-Lauragais ,143,43.533333,1.8,1,1.325
31528, Saman ,155,43.233333,0.716667,0,1.342
31529, Samouillan ,116,43.266667,0.95,0,1.342
31530, Sana ,216,43.233333,1.016667,0,1.342
31531, Sarrecave ,83,43.216667,0.583333,0,1.342
31532, Sarremezan ,90,43.2,0.666667,0,1.342
31533, Saubens ,1808,43.483333,1.333333,1,1.366
31534, Saussens ,260,43.583333,1.716667,1,1.325
31536, Saux-et-Pomarède ,284,43.15,0.716667,0,1.342
31537, Savarthès ,142,43.116667,0.8,0,1.342
31538, Savères ,210,43.366667,1.116667,1,1.424
31539, Sédeilhac ,65,43.15,0.566667,0,1.342
31540, Segreville ,198,43.5,1.733333,1,1.325
31541, Seilh ,3078,43.7,1.35,1,1.397
31542, Seilhan ,207,43.05,0.566667,0,1.342
31543, Sénarens ,111,43.35,0.966667,0,1.342
31544, Sengouagnet ,229,42.983333,0.783333,1,1.112
31545, Sepx ,185,43.15,0.85,0,1.342
31546, Seyre ,100,43.366667,1.666667,1,0
31547, Seysses ,7816,43.5,1.316667,1,0
31548, Signac ,55,42.9,0.633333,1,0
31549, Sode ,24,42.816667,0.616667,1,0
31550, Soueich ,543,43.05,0.783333,1,1.112
31551, Tarabel ,348,43.516667,1.666667,1,1.325
31552, Terrebasse ,131,43.25,0.966667,0,1.342
31553, Thil ,1091,43.716667,1.166667,1,1.413
31554, Touille ,274,43.083333,0.966667,1,1.197
31555, Toulouse ,446340,43.6,1.433333,0,1.431
31557, Tournefeuille ,26059,43.583333,1.35,1,0.983
31558, Toutens ,177,43.483333,1.75,1,1.325
31559, Trébons-de-Luchon ,7,42.8,0.566667,1,0
31560, Trébons-sur-la-Grasse ,421,43.45,1.733333,1,1.325
31561, L'Union ,12383,43.666667,1.483333,0,1.115
31562, Urau ,145,43.016667,0.95,1,1.197
31563, Vacquiers ,1320,43.766667,1.483333,1,1.6
31564, Valcabrère ,165,43.033333,0.566667,1,0.546
31565, Valentine ,891,43.1,0.716667,0,1.342
31566, Vallègue ,489,43.416667,1.75,1,1.325
31567, Vallesvilles ,369,43.6,1.633333,1,1.325
31569, Vaudreuille ,345,43.416667,1.983333,1,1.325
31570, Vaux ,266,43.45,1.833333,1,1.325
31571, Vendine ,238,43.583333,1.766667,1,1.325
31572, Venerque ,2683,43.433333,1.45,1,0
31575, Vieille-Toulouse ,1130,43.516667,1.45,1,1.532
31576, Vieillevigne ,298,43.4,1.65,1,0
31577, Vignaux ,121,43.683333,1.066667,1,1.413
31578, Vigoulet-Auzil ,984,43.5,1.466667,1,1.532
31579, Villariès ,826,43.716667,1.5,0,1.726
31581, Villaudric ,1420,43.833333,1.433333,1,0
31582, Villefranche-de-Lauragais ,4068,43.4,1.733333,1,1.325
31583, Villematier ,994,43.833333,1.5,0,1.726
31584, Villemur-sur-Tarn ,5399,43.866667,1.516667,1,1.472
31585, Villeneuve-de-Rivière ,1576,43.133333,0.666667,0,1.342
31586, Villeneuve-Lécussan ,561,43.15,0.516667,0,1.342
31587, Villeneuve-lès-Bouloc ,1042,43.766667,1.416667,1,1.6
31588, Villeneuve-Tolosane ,8401,43.516667,1.333333,1,1.09
31589, Villenouvelle ,1316,43.433333,1.65,1,1.325
31590, Binos ,32,42.9,0.616667,1,0
31232,Grenade,7522,43.772222,1.293611,1,1.6
31297,Lévignac,2075,43.666944,1.195277,1,1.413
