Y2RfSEVSUzAwM3wyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",COMITE DEFENSE QUARTIERS HERS,Associations,56 CHEMIN QU CHATEAU DE L HERS,31500,TOULOUSE,500,0,0
Y2RfQ0ZDRDAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",COMITE FETES CROIX DAURADE,Associations,17 RUE CHRISTINE DE PISAN,31200,TOULOUSE,2500,0,0
Y2RfUkFOR1UwMDF8MjAxMQ==,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",COMITE FETES RANGEIL SAUZELONG,Associations,62 RUE DE NIMES,31400,TOULOUSE,6000,0,0
Y2RfRVNDT1VTUzAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",COMITE GEST LOCAUX ESCOUSSIERES,Associations,3 RUE ESCOUSSIERES,31000,TOULOUSE,1300,0,0
Y2RfQ1JPSVhERTAwM3wyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",COMITE QUARTIER CROIX DE PIERRE,Associations,2 RUE LAFAGE,31300,TOULOUSE,2500,0,0
Y2RfU1RNSUNIRTAwNnwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",COMITE QUARTIER SAINT MICHEL,Associations,95 GRANDE RUE SAINT MICHEL,31400,TOULOUSE,1000,0,0
Y2RfUEFUUklNTzAwNnwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",CONSEILS DE RESIDANTS PATRIMOINE LANGUEDOCIENNE,Associations,8 RUE COLONEL J STANISLAS REMY,31200,TOULOUSE,3000,0,0
Y2RfU1RESVpJRVIwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",COPRO ST DIZIER,Associations,7 RUE JEAN SUAU,31000,TOULOUSE,0,0,1881
Y2RfQ1BWQTAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",CPVA CENTRE DE PREPARATION A UNE VIE ACTIVE,Associations,32 BOULEVARD DELTOUR,31500,TOULOUSE,37000,0,0
Y2RfQ1JFQVJUMDAxfDIwMTE=,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",CRE ART 31,Associations,39 CHEMIN DE HEREDIA,31500,TOULOUSE,1000,0,0
Y2RfQ1JFRVIwMDF8MjAxMQ==,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",CRÃER - EMERGENCE DE PROJETS MIRAIL ET NORD - CENTRE D'APPUI - SUIVI DES ENTREPRISES,Associations,64 BD SILVIO TRENTIN,31200,TOULOUSE,35100,0,0
Y2RfQ1JFUFQwMDF8MjAxMQ==,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",CREPT CENTRE REGIONAL ETUDES ET PROMOTION DU TRAVAIL,Associations,130 RUE HENRI DESBALS,31100,TOULOUSE,9800,0,0
Y2RfQ1JPSVhSTzAwMnwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",CROIX ROUGE FRANCAISE SECTION SECOURISME,Associations,71 CHEMIN DES CAPELLES,31300,TOULOUSE,2000,0,0
Y2RfQ1JQMDAyfDIwMTE=,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",CRP CENTRE REGIONAL PRODUCTIVITE,Associations,17 AV SAINT MARTIN DE BOVILLE,31130,BALMA,15000,0,0
Y2RfRkFNSUxMRTAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",CSF CONFEDERATION SYNDICALE DES FAMILLES,Associations,17 RUE ANDRE BAUGE,31100,TOULOUSE,53000,0,0
Y2RfQ1VMVFVSRTAxMnwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",CULTURES DU COEUR,Associations,41 RUE ROQUELAINE,31000,TOULOUSE,12000,0,0
Y2RfREFMRVNTQTAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",D ALESSANDRO ANDREE ANDREE,Personnes Physiques,10 PL ST JULIEN,31000,TOULOUSE,0,0,131
Y2RfQ0hFTUlOUzAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",DE COOP.INTER-REGION/LES CHEMINS DE ST JACQUES DE COMPOSTELLE,Associations,4 RUE CLEMENCE ISAURE,31000,TOULOUSE,0,0,0
Y2RfREVGRU5TRTAwNXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",DEFENSE DE FER,Associations,35 PASSAGE LOUIS PERGAUD,31100,TOULOUSE,1800,0,0
Y2RfTUlORVVSUzAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",DEFENSE DES MINEURS,Associations,13 RUE DES FLEURS,31000,TOULOUSE,1500,0,0
Y2RfREVTQkFMUzAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",DESBALS SERVICES,Associations,9B RUE VESTREPAIN,31100,TOULOUSE,20900,0,0
Y2RfRElBUEFTTzAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",DIAPASON - ATELIERS LINGUISTIQUES,Associations,7B RUE DU CHER,31100,TOULOUSE,16000,0,0
Y2RfRElSRTAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",DIRE,Associations,73 RUE MANGE POMME,31520,RAMONVILLE ST AGNE,10600,0,0
Y2RfRFJFQU0wMDN8MjAxMQ==,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",DREAM BOXING,Associations,4 PL DES FAONS,31200,TOULOUSE,1000,0,0
Y2RfQ0lURVRPVTAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",DROIT DE CITE TOULOUSE,Associations,115 RUE BONNAT,31400,TOULOUSE,3000,0,0
Y2RfRFlOQU1JUTAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",DYNAMIQUES FEMMES,Associations,18 RUE D HYERES,31500,TOULOUSE,2000,0,0
Y2RfQ0lUT1lFTjAwNXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",ECOLE CITOYENNE,Associations,34 AVENUE JEAN DAGNAUX,31200,TOULOUSE,4700,0,0
Y2RfVEFFS1dPTjAwMXwyMDEx,2011,"AMENAGEMENT ET SERVICE URBAINS, ENVIRONNEMENT",ECOLE TRADITIONNELLE TAE KWON DO,Associations,19 CHEMINEMENT GOYA,31100,TOULOUSE,5000,0,0
